gene_id	gene_name	Ascl1_ASV_REP1	Ascl1_ASV_REP2	Ascl1_ASV_REP3	Ascl1_nonInduced_REP1	Ascl1_nonInduced_REP2	Ascl1_nonInduced_REP3	Empty_ASV_REP1	Empty_ASV_REP2	Empty_ASV_REP3	Empty_nonInduced_REP1	Empty_nonInduced_REP2	Empty_nonInduced_REP3	NeuroD1_ASV_REP1	NeuroD1_ASV_REP2	NeuroD1_ASV_REP3	NeuroD1_nonInduced_REP1	NeuroD1_nonInduced_REP2	NeuroD1_nonInduced_REP3
Pold2	Pold2	93.574618	88.330729	93.955456	125.435169	137.217429	126.268633	85.378344	81.615928	89.926009	136.382889	131.661915	133.34607	92.668493	86.712766	77.410971	90.489177	117.447032	106.196936
Pold3	Pold3	49.777309	48.187524	47.34054	53.937012	56.79882	58.51522	55.150335	49.494654	55.231608	76.387954	61.71469	61.26756	57.728835	56.73863	53.601227	53.744595	58.873645	64.122236
Pold4	Pold4	7.539462	6.725597	7.926181	5.634495	5.53844	5.791369	7.415959	5.262527	5.987134	7.165928	6.785881	6.122196	7.450749	6.491966	7.479448	4.893076	5.516614	9.488035
Poldip2	Poldip2	53.100889	47.300087	47.175918	73.08865	75.523768	69.067242	57.786769	50.283225	56.03765	75.149906	73.950044	73.706891	66.481908	65.212423	63.408954	76.939761	75.76338	73.994229
Poldip3	Poldip3	117.84237	109.578962	109.451634	115.758472	123.69591	115.682814	76.38778	77.812316	87.532133	74.731066	104.125914	107.607884	97.179863	86.150053	84.053969	73.538474	100.55883	52.592597
Pole	Pole	24.689224	20.758285	20.796893	26.422787	30.754003	29.023919	17.847205	17.48345	20.038322	26.714326	27.731394	27.108691	21.994566	19.131114	19.571778	18.169916	26.628618	12.995372
Pole2	Pole2	27.047584	27.069871	26.496608	31.923963	34.826698	34.975216	35.349812	30.550032	33.09043	39.033066	34.460505	37.319972	40.812181	41.834247	36.597985	40.939634	38.501242	42.853094
Pole3	Pole3	71.521029	77.492627	69.423698	82.19141	85.80484	88.601264	66.339899	64.673795	70.347247	103.978922	79.673338	83.098026	76.172704	74.309654	72.642803	67.61869	75.403112	93.05277
Pole4	Pole4	40.142696	43.036894	38.265904	51.221952	53.214515	57.245561	61.84417	60.695391	63.783433	48.80394	57.834185	56.799449	56.125424	59.060381	57.137322	62.866967	51.751533	43.505801
Polg	Polg	54.650786	42.479961	47.100264	26.801826	30.076374	26.956734	25.0816	24.801887	27.693904	18.784274	27.103145	25.11312	27.115206	23.977915	24.350858	16.734188	24.394387	11.366313
Polg2	Polg2	6.777698	5.668319	5.1608	5.1538	6.209464	6.58279	5.249781	4.808383	5.453437	4.858911	4.998973	5.28945	4.776473	5.003386	4.163626	5.086787	5.459238	4.357276
Polh	Polh	3.186089	2.522867	2.544228	3.117227	3.204178	3.220444	1.925245	2.174162	2.458334	2.73053	2.993624	3.089523	3.424629	2.800463	2.777475	2.506821	2.990821	1.48797
Poli	Poli	3.734512	3.722914	3.920928	8.842844	9.400829	9.591897	5.361702	5.644929	6.19586	9.829527	9.139124	8.729106	7.5381	6.387146	6.571785	6.388506	8.345227	7.676879
Polk	Polk	2.433084	2.099021	1.716654	1.318031	0.987531	1.288992	1.097029	0.974018	1.503259	1.077014	1.254779	1.217412	1.279455	1.390245	1.499	1.017026	1.314502	0.767117
Poll	Poll	10.76826	9.710988	9.625112	10.274179	10.742063	10.020371	7.733405	7.363962	8.699477	7.83971	9.083591	9.186986	8.391948	8.063035	6.772996	6.126112	8.113778	5.946144
Polm	Polm	5.472988	4.657227	4.635499	4.210266	4.661885	3.840966	3.369341	3.407298	3.685171	3.54011	3.394209	3.997927	4.424578	3.783217	3.899081	2.431456	4.010466	2.616736
Poln	Poln	0.233291	0.145452	0.122629	0.138201	0.155867	0.202584	0.124125	0.169056	0.132584	0.101153	0.142169	0.116604	0.299554	0.163995	0.183862	0.16861	0.258246	0.147794
Polq	Polq	1.827602	1.675057	1.326563	1.238887	1.428839	1.325523	1.102289	1.067243	1.217402	1.193718	1.130635	1.273228	1.214117	0.95367	1.229361	0.903168	1.251485	0.650249
Polr1a	Polr1a	83.31118	70.123	74.166664	68.44779	81.390485	70.099617	48.329897	48.612224	55.508692	57.852026	63.992436	64.439933	46.182136	37.744688	40.302537	38.280602	58.033439	29.365742
Polr1b	Polr1b	57.79167	51.027138	49.85848	69.303404	79.765522	71.876266	45.308714	45.865681	49.883461	54.003468	64.978362	66.145844	45.561774	37.158735	38.823125	43.806533	60.010265	35.30293
Polr1c	Polr1c	143.036158	146.151612	132.020868	181.916165	186.663011	194.011831	193.219391	170.506795	184.2817	157.232661	197.852245	203.777669	203.064593	214.305107	192.224139	219.671068	192.727627	179.577782
Polr1d	Polr1d	212.245131	231.151985	223.331769	217.394098	205.310248	219.229664	267.445713	273.125079	267.53654	249.518899	229.580978	223.50451	255.842386	275.197756	287.495979	269.926814	234.565169	263.467968
Polr1e	Polr1e	15.965309	17.425637	16.831128	20.626446	20.3293	20.743394	20.076342	20.28281	19.834317	22.18876	22.267619	20.5162	21.028948	20.967761	19.66223	21.453619	20.781638	21.45035
Polr2a	Polr2a	155.823236	120.989574	136.757118	153.253231	181.227467	154.016888	99.696743	102.63378	120.515904	149.981019	141.415142	152.178254	111.05063	87.217866	96.288507	79.077165	124.291553	58.975637
Polr2b	Polr2b	115.9039	104.177865	105.412553	119.252866	130.91855	130.236154	83.465611	81.629695	88.996943	109.571185	113.762032	116.906741	90.791963	82.16525	77.199302	79.063791	105.309698	77.890338
Polr2c	Polr2c	178.306566	176.194685	174.908931	176.50653	178.312612	178.094512	193.628005	170.700616	181.831902	180.688948	184.134911	187.434716	189.879367	198.727868	184.034602	202.650707	188.18178	228.379842
Polr2d	Polr2d	115.350911	127.502697	116.726618	127.119796	112.938334	121.858384	150.49572	149.226857	146.395418	115.935952	127.827826	124.53843	136.341584	144.92943	135.382074	143.582688	127.588671	125.901811
Polr2e	Polr2e	239.142497	250.042485	246.422172	385.280407	365.443785	363.910824	363.750601	338.929084	331.177148	537.656651	416.431123	408.19948	414.851583	442.284801	412.299692	428.638189	380.952422	573.872091
Polr2f	Polr2f	277.151055	295.213124	288.546844	343.236949	353.111814	350.29677	360.305064	353.439444	343.044853	286.024224	364.03855	371.957731	348.941384	349.497296	338.11354	333.369155	349.194791	326.867182
Polr2g	Polr2g	103.715746	98.131823	94.075101	112.989106	109.977074	117.767562	120.620037	109.980148	113.740337	105.164506	110.838627	112.666229	113.4829	114.292774	113.173655	132.871906	123.220784	128.03546
Polr2h	Polr2h	137.037635	150.773646	143.914733	208.488027	188.097985	209.050766	217.421562	232.632611	216.808529	193.47965	210.951687	203.620264	215.324551	226.534586	220.069792	246.622691	219.540704	224.740542
Polr2i	Polr2i	85.828604	88.570046	81.146075	137.124137	144.475781	142.39295	150.858518	129.712125	130.651644	171.232659	163.899746	168.634652	154.823185	157.176178	150.011443	180.497819	163.95206	203.120965
Polr2j	Polr2j	160.277779	148.598499	145.352505	201.183807	164.341612	194.786814	199.090915	204.49695	195.921315	274.046669	196.052756	200.022363	196.700769	180.468784	183.007557	186.63505	187.341532	305.306011
Polr2k	Polr2k	34.587648	44.954576	39.129393	48.98791	38.917316	54.609684	70.540396	77.241879	62.923959	61.493422	66.148707	56.783234	68.639666	64.588978	79.996606	81.153907	57.604988	67.409198
Polr2l	Polr2l	46.489908	45.401787	46.520712	53.280316	54.503926	52.132303	51.978189	50.927881	50.897505	41.156024	54.244366	52.813059	51.967069	54.181399	52.866278	48.707616	47.685151	42.079004
Polr2m	Polr2m	201.135991	193.934111	190.511521	187.144078	199.512394	200.095554	181.885344	173.474025	192.756158	194.596388	178.741994	180.588092	171.992688	164.173452	159.53961	149.942542	172.687563	168.353138
Polr3a	Polr3a	19.173513	16.894573	16.212683	20.075894	23.0164	21.600985	14.525883	14.105642	16.277764	16.686682	19.884253	19.976326	14.159356	11.789526	12.270772	11.776297	17.617619	9.573081
Polr3b	Polr3b	34.03263	30.195813	31.05215	38.436503	43.372015	40.599982	26.589229	26.195474	28.896066	36.138299	39.643346	38.91422	32.739474	29.187988	27.788905	27.907209	36.186421	22.79565
Polr3c	Polr3c	51.531537	48.725144	47.561185	50.176639	52.654691	48.29788	40.434726	36.904124	41.345573	54.510886	48.772627	46.134508	46.040474	40.499133	38.522481	34.763766	47.210259	44.056018
Polr3d	Polr3d	41.554444	39.013323	37.290092	36.082099	41.951187	39.331327	34.722247	33.257073	38.54602	41.142447	37.59637	36.674312	30.855643	26.872201	25.692652	23.493399	32.907746	30.569261
Polr3e	Polr3e	25.724561	22.951786	22.189786	25.59948	28.936851	27.871585	21.234993	19.879459	22.607794	21.81129	25.021445	25.468838	21.409738	19.919866	19.459638	18.864095	23.255271	17.064365
Polr3f	Polr3f	12.893385	13.153172	13.450399	15.624837	15.883337	16.719899	13.074635	12.185644	14.155788	13.836988	15.14219	15.072449	13.472186	13.60565	12.831443	13.422625	15.084671	9.899536
Polr3g	Polr3g	36.801739	33.083243	33.724998	42.239346	46.878552	46.451571	33.126674	32.56827	36.270321	54.477856	43.856019	45.243309	34.155962	32.405754	29.646581	33.39481	40.959695	37.896316
Polr3gl	Polr3gl	1.494391	1.438685	1.455525	4.339287	3.570885	3.95204	1.861708	2.190158	1.960155	6.64019	3.901035	4.370626	3.303807	2.983777	2.607449	6.269215	5.930159	8.953982
Polr3h	Polr3h	18.908342	18.74119	17.451978	22.53792	23.889177	22.907844	24.525157	22.703714	24.089996	23.702371	24.918686	23.052018	25.242042	25.516697	24.635664	25.704499	24.725327	26.178284
Polr3k	Polr3k	13.974115	13.675621	14.039313	15.188263	14.948653	16.029523	17.104114	16.029495	15.928239	14.06255	15.465007	15.744599	16.342464	15.941315	15.453158	17.918793	15.937156	14.269835
Polrmt	Polrmt	18.722029	15.670069	17.86276	23.200589	25.895132	21.240022	15.227343	12.965117	14.02268	14.889482	23.153081	23.082821	18.287248	13.90495	15.798986	15.565141	22.707678	11.764916
Pom121	Pom121	84.402396	63.343767	74.651023	61.933622	72.005466	56.70727	43.514189	40.391548	49.070154	49.187545	58.024177	57.372474	42.123851	31.238194	40.875543	34.522728	54.936223	24.236391
Pom121l12	Pom121l12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pom121l2	Pom121l2	0	0.028577	0.00608	0.020554	0.030909	0.016446	0.04388	0.034982	0.069378	0.076588	0.155519	0.061092	0.13671	0.047049	0.077638	0.073107	0.059694	0.012961
Pomc	Pomc	0.716609	0.797838	0.430494	0.714137	0.729574	0.711711	1.09087	0.541874	0.848751	0.745272	1.185347	0.873271	1.244825	1.261086	1.34959	0.931454	0.816521	1.215831
Pomgnt1	Pomgnt1	18.63673	17.695846	16.422534	12.380883	13.377761	13.096166	12.740735	11.224954	12.351257	8.724762	11.559078	12.646018	12.611022	11.368481	11.785971	11.095095	14.074957	8.558014
Pomgnt2	Pomgnt2	4.002821	3.368736	4.026125	1.89701	1.907742	1.458109	2.34131	1.850994	2.373499	1.495624	1.925583	1.796519	2.1874	1.737075	1.979257	1.511447	2.094251	1.698267
Pomk	Pomk	6.499344	5.13984	5.802125	5.88505	6.287664	6.249333	4.645182	4.762815	5.288972	5.381739	6.526772	5.83345	4.486931	3.975023	4.028352	4.826853	6.450748	5.395675
Pomp	Pomp	283.138197	327.020944	305.470615	348.045991	308.444281	354.500435	367.05589	376.511892	334.540245	369.169706	349.636507	341.996221	340.110061	356.617499	362.163131	405.315563	356.63374	449.012353
Pomt1	Pomt1	7.031576	5.78692	6.779743	6.998035	7.377144	6.866071	5.041556	4.663791	5.198407	6.766006	8.805874	8.563437	6.635713	5.431176	5.561882	5.741396	8.047556	5.104375
Pomt2	Pomt2	7.185995	5.407198	6.327482	4.139047	4.881733	4.140488	3.400938	2.993443	3.603458	2.91561	4.144803	3.98743	3.54888	2.791476	3.639428	3.247766	3.970684	2.167364
Pon1	Pon1	0	0	0	0	0.021893	0	0.032735	0	0	0.019374	0	0	0.032482	0	0	0	0	0.017374
Pon2	Pon2	9.748307	9.676181	9.772447	4.367077	4.787056	4.950315	10.103433	8.887148	10.052394	5.597456	4.950578	5.184328	7.140934	7.805677	7.463928	5.375548	5.85971	6.418283
Pon3	Pon3	0.994852	1.119636	0.904066	0.479471	0.630887	0.303724	1.347587	1.40254	1.59641	0.558306	0.709028	0.755146	0.96278	1.056636	0.956823	0.41842	0.53796	0.500652
Pop1	Pop1	47.974374	44.548832	43.009768	62.411741	68.087121	64.80585	45.015995	43.208267	47.339337	47.030423	59.464531	58.531265	42.508589	36.121198	36.428662	43.648582	58.965603	34.51345
Pop4	Pop4	46.231727	51.316885	46.938776	51.214687	51.486833	54.614162	53.05238	50.054149	51.409701	58.026821	50.25694	51.435045	57.090447	57.232613	54.95129	61.433566	55.500466	69.607088
Pop5	Pop5	49.632216	44.714695	41.654072	42.921207	43.702589	44.862401	58.295561	63.414758	54.649499	63.475666	47.289107	42.518845	62.647958	64.141178	66.235188	52.11284	46.869772	67.521028
Pop7	Pop7	40.851344	44.453306	39.133689	44.569802	46.373871	42.483136	39.742085	35.653783	39.477275	26.907699	40.178291	39.157612	40.911576	40.71752	36.928051	32.803366	37.387445	29.999357
Popdc2	Popdc2	0.201517	0.17475	0.168377	0	0.014268	0.040938	0.092029	0.090832	0.07496	0.040851	0.0122	0.053368	0.031753	0.011564	0.012376	0.02208	0.012756	0.036632
Popdc3	Popdc3	0.210031	0.120877	0.06794	0.114851	0.103626	0.122532	0.296974	0.097734	0.129627	0.168124	0.162455	0.103363	0.179373	0.155756	0.236141	0.147	0.257723	0.123351
Por	Por	44.609745	37.247136	42.956894	39.317121	42.781732	35.764825	28.161836	24.695782	29.59423	31.626914	39.646423	37.028768	36.475776	29.532592	35.316573	29.175294	43.007186	29.141491
Porcn	Porcn	2.669714	2.35143	2.096877	5.189417	5.154336	6.268735	3.379472	2.564826	3.277553	4.306653	6.036349	5.139969	10.842223	9.921492	10.142992	4.40186	5.025557	4.596778
Postn	Postn	0.608175	0.46197	0.697348	0	0.009601	0.008514	0	0.006791	0.050442	0.016993	0	0	0.007122	0	0.023166	0	0.015919	0.007619
Pot1a	Pot1a	14.781933	13.965966	13.825944	16.278461	17.24012	16.404102	14.583613	13.68393	15.141423	13.587751	15.972087	15.996959	15.792478	15.333049	14.06497	15.919279	18.37478	12.630555
Pot1b	Pot1b	5.962989	5.35332	5.616015	5.150139	4.740392	4.875656	4.822827	4.171877	5.167573	3.758205	4.395602	4.456731	4.255298	4.042253	3.91525	4.306701	5.051683	3.079698
Poteg	Poteg	0	0	0	0	0.023236	0	0	0	0.01744	0	0	0	0	0	0	0	0	0
Pou1f1	Pou1f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou2af1	Pou2af1	0	0	0	0	0.023878	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou2f1	Pou2f1	13.987123	10.015597	12.428287	12.702326	14.034003	11.845442	5.945858	6.078358	7.642309	8.675852	10.942958	9.834471	6.902831	4.681086	7.211514	5.901346	9.246653	2.333911
Pou2f2	Pou2f2	0.801208	0.594658	0.514824	1.438868	2.102865	1.439929	0.802792	0.783289	1.164911	1.802198	1.42508	1.402376	0.708523	0.608951	0.820309	0.857179	1.432795	0.37301
Pou2f3	Pou2f3	3.506503	2.43821	2.441616	3.186688	3.638913	3.594067	1.537661	1.394616	1.306217	2.057096	1.654702	1.675242	1.300092	1.115855	1.223531	1.139446	1.584033	1.487323
Pou3f1	Pou3f1	82.012579	70.318843	73.548903	23.3094	28.011531	24.050795	48.219655	52.207098	57.131811	15.293596	21.871212	20.835496	10.553562	8.914535	10.474841	11.418534	17.100944	9.111053
Pou3f2	Pou3f2	0.060134	0.076323	0.027094	0.026717	0.045916	0.032576	0	0.01624	0.017231	0.008127	0.011779	0.02061	0.003406	0.006902	0.007386	0.017764	0.01142	0.014575
Pou3f3	Pou3f3	0.128687	0.111754	0.086971	0.057176	0.029479	0.043571	0.0955	0.055605	0.0885	0.043479	0.075622	0.036755	0.036447	0.014812	0.079029	0.053222	0.057052	0.038989
Pou3f4	Pou3f4	0.154702	0.173616	0.097582	0.109974	0.231526	0.058664	0.049455	0.187168	0.099298	0.02927	0.056566	0.123718	0.049073	0.049714	0.106406	0.051185	0.1371	0.078742
Pou4f1	Pou4f1	0.620029	0.436602	0.621158	0.654666	0.748585	0.580886	0.51884	0.446781	0.538439	0.455444	0.533436	0.46668	0.549547	0.556725	0.558167	0.235311	0.530088	0.327967
Pou4f2	Pou4f2	0.847069	0.922863	0.771169	5.059409	6.095887	6.13456	2.030907	1.961189	2.15801	6.485063	6.785236	7.779797	1.052636	0.778743	0.89346	3.488821	5.084557	2.829902
Pou4f3	Pou4f3	0.808317	0.512967	0.75873	0.692617	0.339464	0.519991	0.392214	0.436586	0.440082	0.51889	0.369446	0.346299	0.183148	0.09277	0.074461	0.191029	0.307005	0.097959
Pou5f1	Pou5f1	1103.825836	1169.032348	1052.261355	1759.679389	1703.122954	1783.570183	1566.835363	1495.587664	1485.735207	1272.693379	1792.248585	1830.478684	1597.915171	1575.017265	1486.860539	1798.905082	1817.115844	1517.607888
Pou5f2	Pou5f2	0.045181	0	0	0.040148	0	0.042833	0	0	0	0.021371	0.02065	0.018066	0	0	0	0	0	0
Pou6f1	Pou6f1	3.497112	3.066533	3.10228	0.68785	0.669911	0.679221	0.51575	0.56498	0.616837	0.675797	0.678005	0.554927	0.598359	0.64511	0.638575	0.350958	0.465413	0.216707
Pou6f2	Pou6f2	0.16661	0.090893	0.087578	0.037012	0	0.013162	0	0.020997	0.01114	0.065673	0.012692	0.011103	0.01101	0.066926	0.023874	0.011484	0.024609	0.011778
Pp2d1	Pp2d1	0.151162	0.111339	0.099669	0.051673	0.086991	0.04409	0.018581	0.035167	0.037308	0.043978	0.074378	0.090446	0.036875	0.065391	0.094808	0.070612	0.041212	0.029483
Ppa1	Ppa1	310.865504	296.20537	280.045079	351.386712	348.714056	364.718841	286.074898	294.343196	302.496711	294.177158	322.968264	324.120721	289.597146	273.078164	254.936256	262.409652	319.823049	285.973026
Ppa2	Ppa2	41.941432	38.304886	37.324558	51.127476	52.797453	56.325163	50.162784	48.964605	47.866968	59.55748	53.62392	52.661995	53.196335	53.285716	54.181524	60.71898	55.605919	62.874157
Ppan	Ppan	97.075442	103.605278	96.390302	147.952353	162.383172	153.15266	127.785171	116.225684	128.302605	171.167731	157.608171	162.617056	140.686404	128.821578	123.558101	118.629771	143.684588	156.84273
Ppap2a	Ppap2a	21.521582	18.889892	18.855005	13.803062	13.462374	12.766942	16.714943	14.620508	16.125903	12.111438	15.366216	14.219587	14.836967	14.54194	14.959883	13.358899	13.313879	10.442343
Ppap2b	Ppap2b	6.830726	5.117211	5.425506	7.56156	9.020716	8.623009	6.026963	4.815881	5.844001	5.747703	8.282089	7.970207	4.311018	3.667987	4.070512	6.267211	8.320634	5.131552
Ppap2c	Ppap2c	19.763724	16.094748	16.917401	10.945794	12.060393	9.566946	10.330138	10.167826	11.182598	9.136682	13.91195	12.44211	11.401257	12.058331	11.389456	7.616142	9.40017	7.145434
Ppapdc1a	Ppapdc1a	0	0.057734	0.0649	0	0.032996	0	0.049336	0.02334	0	0	0	0	0.073434	0.049595	0.026538	0	0	0.026185
Ppapdc1b	Ppapdc1b	13.556468	11.481629	13.156149	4.920377	5.355091	4.685837	5.836654	5.293337	6.153572	4.173922	4.738542	4.262086	5.681368	5.848917	6.339224	3.454133	3.905728	4.191355
Ppapdc2	Ppapdc2	1.405343	1.158054	1.260462	0.401707	0.65135	0.456521	0.30631	0.356725	0.228679	0.399772	0.413241	0.337949	0.452024	0.536882	0.481617	0.260124	0.374503	0.358489
Ppapdc3	Ppapdc3	1.084604	0.937495	1.071131	0.657121	0.878363	0.825698	0.49907	0.410069	0.580144	0.637395	0.931361	0.538824	1.003473	0.831748	0.508641	0.407787	0.888378	0.473988
Ppara	Ppara	0.014872	0.010431	0.007817	0.013215	0.027822	0.014099	0	0.005623	0.011932	0.010552	0.033987	0.014375	0.041279	0.053766	0.038359	0.012301	0.049424	0.003154
Ppard	Ppard	14.344909	12.225633	13.257453	13.954946	17.319057	14.0537	9.799692	9.127122	10.782222	15.433753	13.901532	14.893911	13.38707	11.643524	10.714831	8.787321	12.867196	8.864379
Pparg	Pparg	0.167202	0.290936	0.125313	0	0.029463	0.016143	0.027218	0.012876	0	0	0	0.013618	0.054016	0.027361	0.043921	0	0	0.01169
Ppargc1a	Ppargc1a	0	0	0	0	0	0	0.006653	0.006295	0	0	0	0	0.003301	0	0	0	0	0
Ppargc1b	Ppargc1b	2.187156	2.009953	2.275389	3.286409	3.96984	3.484584	1.098541	1.33801	1.431894	2.895276	2.964247	3.14596	1.144271	0.817554	0.97287	1.369394	2.200776	1.494639
Ppat	Ppat	73.812824	70.865536	70.420754	91.418306	98.904435	100.722907	64.623328	64.834269	73.310367	92.956413	86.210132	88.709185	70.309271	62.800473	59.532529	63.439813	84.86037	58.24956
Ppbp	Ppbp	0.031164	0.087435	0.196575	0.027692	0	0	0	0	0.050008	0	0	0	0.024714	0.025037	0.053588	0	0	0.052874
Ppcdc	Ppcdc	4.089021	4.171767	4.201058	4.72538	4.97826	4.982649	4.134397	3.732228	4.233514	3.633832	4.8233	5.061985	4.921376	4.828045	4.767379	5.816424	4.612067	3.670281
Ppcs	Ppcs	17.823737	16.709708	15.470244	22.366544	22.074222	21.781024	24.14627	23.355818	23.718091	21.0152	24.518806	25.031314	27.597146	28.84823	26.462414	33.423282	25.619904	26.054829
Ppdpf	Ppdpf	50.124541	44.577655	46.580885	92.358663	94.326359	96.921165	56.687348	55.35178	56.87247	102.084053	98.900802	97.868981	73.200203	77.993374	67.041928	81.747716	92.739959	111.278727
Ppef1	Ppef1	0.057918	0.032499	0.036533	0.061759	0.08668	0.175704	0.027772	0.061314	0.04647	0.043833	0.042355	0.092636	0.04593	0.093061	0.069714	0.038326	0.061594	0.049133
Ppef2	Ppef2	0.153357	0.203181	0.28214	0.408817	0.327876	0.424041	0.285976	0.309234	0.287101	0.677029	0.50233	0.582549	0.810773	0.80083	0.758144	0.739953	0.679538	0.466177
Ppfia1	Ppfia1	29.87923	27.649778	27.172513	27.612566	29.933857	30.511301	21.151257	20.079324	23.816256	25.582765	26.77086	27.133631	22.788478	19.469765	19.653254	19.60935	26.911696	14.792328
Ppfia2	Ppfia2	0.025097	0.019559	0.021986	0.007434	0.004471	0.003965	0.013371	0.015814	0.013424	0	0	0.003345	0	0.00336	0	0	0.003707	0
Ppfia3	Ppfia3	1.131924	1.000948	0.99558	1.3494	1.443644	1.1209	0.864318	0.855921	0.971126	1.182139	1.454734	1.447454	1.502003	1.764722	1.310437	1.232913	1.648713	0.964991
Ppfia4	Ppfia4	2.049905	1.763237	1.996109	1.947983	2.257893	2.065605	1.574298	1.499629	1.698227	2.553402	2.979449	2.574587	3.036155	2.886479	3.031707	1.846381	2.707263	1.467383
Ppfibp1	Ppfibp1	49.762975	42.242867	44.994447	19.970666	21.833261	22.814461	21.602921	20.261591	23.453321	17.068181	21.030096	19.183126	19.718428	16.395044	17.273604	14.493545	19.377366	10.321585
Ppfibp2	Ppfibp2	4.041495	3.758228	3.424176	3.851148	4.388955	4.190725	2.731782	2.344626	2.778823	4.023095	3.499087	3.941061	3.567161	3.728901	2.865751	2.430088	3.456763	2.963875
Pphln1	Pphln1	68.229317	62.659571	64.818096	25.818342	26.649288	26.165272	37.091775	37.830904	42.376074	17.561544	21.457965	21.291868	19.96201	18.016099	19.923225	16.967843	21.378336	11.180711
Ppia	Ppia	5927.097223	6023.15787	5624.282083	6979.861955	5896.861583	6637.537165	7927.64153	8377.362324	7666.974231	8312.284742	7313.23535	6693.061994	7798.491765	7697.059012	8117.241224	8320.439331	7543.323638	9134.935023
Ppib	Ppib	341.850069	327.146319	322.79109	263.871699	241.937936	241.533659	306.287448	280.346523	288.44994	281.348704	261.875307	246.266407	297.825913	296.616927	306.605031	297.05627	271.620034	388.767618
Ppic	Ppic	28.462757	31.102012	29.450222	15.086428	14.092334	14.722477	21.51004	21.994502	20.452847	21.233888	15.679352	15.554134	17.463393	18.935131	21.70224	17.058348	15.864713	18.638714
Ppid	Ppid	177.87793	166.141601	160.121636	201.947382	199.711101	212.499121	155.859265	150.715892	164.482069	235.955966	184.901048	181.621805	165.960187	157.850285	147.863059	158.205894	193.031488	233.651257
Ppie	Ppie	76.443222	76.682157	73.017963	74.612374	78.494728	80.082793	66.114327	65.132946	70.624621	65.172709	73.535077	75.374	70.40857	67.11786	61.605126	61.831707	69.518335	65.924159
Ppif	Ppif	90.282111	76.730221	77.133436	67.694744	76.023719	68.535492	61.601563	59.295452	67.332314	58.353852	61.545057	62.742599	53.835577	52.616173	45.523256	48.959908	59.967459	47.929138
Ppifos	Ppifos	0.660749	0.554745	0.623674	0.331903	0.289877	0.546366	0.473818	0.230572	0.570818	0.592915	0.449093	0.257385	0.45673	0.299392	0.670325	0.322259	0.39043	0.100589
Ppig	Ppig	31.089005	27.826822	25.924764	27.450786	29.992068	32.538776	22.34024	21.024291	23.735741	37.730441	29.032712	29.439436	24.623888	21.759906	22.121207	20.517753	26.751797	26.134017
Ppih	Ppih	159.071646	168.139955	163.534431	167.010552	162.602093	172.148929	231.005737	245.778857	224.051569	316.358405	213.847169	188.849912	225.48587	235.618031	251.176125	263.87418	217.648775	343.263725
Ppil1	Ppil1	230.624243	255.817179	242.228123	289.320359	271.838112	289.584551	311.10804	287.589112	288.417519	304.388516	299.906047	304.046167	295.104486	306.410153	278.020733	335.716432	299.211411	364.092127
Ppil2	Ppil2	58.47861	56.905091	58.193607	51.422243	54.726581	53.879514	49.802286	47.756589	51.506993	58.676364	53.923563	54.894847	56.017609	55.812634	52.395113	51.767521	55.188894	58.289806
Ppil3	Ppil3	54.029528	58.321028	54.473408	55.768646	52.750951	56.158349	67.913753	68.115985	64.717054	73.258566	59.327896	55.824643	62.366208	66.268871	64.073871	72.103685	64.803878	80.643791
Ppil4	Ppil4	26.423362	25.113823	23.143765	24.252854	28.486872	29.275886	19.45323	19.315125	21.506285	29.38035	25.574721	25.110411	20.799392	19.775249	19.246812	19.163515	22.663173	19.595976
Ppil6	Ppil6	0.063088	0.147503	0.066324	0	0.067441	0	0.050419	0.023853	0.075927	0.089523	0	0.025226	0.050031	0.050684	0.081362	0.130459	0.05591	0
Ppip5k1	Ppip5k1	3.356165	2.992535	3.091723	2.885046	2.861631	2.868616	2.082174	1.961198	1.97587	2.449242	2.859236	2.51417	2.612357	2.559782	2.380836	1.957464	2.508467	1.886599
Ppip5k2	Ppip5k2	64.183861	54.590002	56.983384	58.235188	64.842791	64.126181	41.122404	41.343246	46.509624	46.56063	53.086869	52.425821	41.889125	34.808712	37.916518	36.039553	50.359204	21.096989
Ppl	Ppl	4.386131	3.841092	4.137363	2.135621	2.72976	2.184859	1.759537	1.687525	1.976508	1.77017	2.185169	2.110775	3.78463	2.837623	4.036726	1.199864	1.977766	0.917471
Ppm1a	Ppm1a	82.895982	79.945685	76.266489	77.182688	80.828962	82.585626	59.793252	56.928495	63.249021	68.147154	68.586899	67.898302	63.024205	60.41815	56.99428	62.635147	70.990198	60.954279
Ppm1b	Ppm1b	54.755637	49.166141	49.637401	49.704627	54.746015	55.147442	34.950662	35.567634	39.102098	39.805193	47.099271	45.781949	44.993869	41.066711	38.741268	36.5432	47.668853	29.599227
Ppm1d	Ppm1d	27.548824	24.693659	23.233265	19.602992	22.02448	22.425653	17.161501	15.882489	18.477057	20.203279	19.834954	20.458715	17.331714	17.078682	14.584811	14.29045	18.128647	16.407342
