Gene_id	Empty_ASV_2h_1	Empty_ASV_2h_2	Empty_ASV_2h_3	Empty_ASV_4h_1	Empty_ASV_4h_2	Empty_ASV_4h_3	Empty_DMSO_2h_1	Empty_DMSO_2h_2	Empty_DMSO_2h_3	Empty_DMSO_4h_1	Empty_DMSO_4h_2	Empty_DMSO_4h_3	Ascl1_ASV_2h_1	Ascl1_ASV_2h_2	Ascl1_ASV_2h_3	Ascl1_ASV_4h_1	Ascl1_ASV_4h_2	Ascl1_ASV_4h_3	Ascl1_DMSO_2h_1	Ascl1_DMSO_2h_2	Ascl1_DMSO_2h_3	Ascl1_DMSO_4h_1	Ascl1_DMSO_4h_2	Ascl1_DMSO_4h_3
Fgf14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf15	52	3	28	141	122	4	0	12	0	2	56	0	51	49	0	197	18	41	120	255	51	23	65	48
Fgf16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf17	34	0	6	61	40	0	0	3	0	0	4	0	8	4	0	25	4	5	23	34	7	7	8	6
Fgf18	10	5	8	73	38	0	0	7	0	0	9	0	15	10	0	34	5	17	59	53	13	7	11	15
Fgf2	0	0	0	1	6	0	0	3	0	0	2	0	1	2	0	1	0	0	1	0	0	1	0	0
Fgf20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf21	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Fgf22	4	0	1	11	5	0	0	2	0	0	2	0	0	1	0	11	0	1	3	7	0	1	1	2
Fgf23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf3	2	7	3	11	10	0	0	1	0	0	5	0	3	2	0	8	0	0	9	13	4	0	0	1
Fgf4	636	88	501	2609	1916	1	0	452	2	45	779	0	389	438	17	883	72	143	1668	1972	353	287	334	405
Fgf5	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	6	0	1	0	2	0	1	0	0
Fgf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf8	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Fgf9	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Fgfbp1	22	2	20	62	59	0	0	23	0	3	39	0	3	10	0	28	3	12	38	34	11	2	5	9
Fgfbp3	2	0	2	6	4	0	0	0	0	0	0	0	1	0	0	2	4	3	3	10	0	0	0	3
Fgfr1	36	0	14	79	80	0	0	5	0	7	14	0	14	14	0	41	10	13	38	58	10	8	14	7
Fgfr1op2	50	0	27	132	92	0	0	11	0	0	31	0	22	14	0	85	9	9	58	63	12	7	10	11
Fgfr2	0	0	3	6	6	0	0	0	0	0	1	0	1	0	0	11	6	3	2	4	3	0	3	2
Fgfr3	0	0	1	7	3	0	0	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0
Fgfr3-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgfr4	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	4	0	0	0	0
Fgfrl1	12	0	2	25	22	0	0	3	0	0	8	0	4	5	0	7	1	1	3	9	0	2	2	5
Fgg	4	0	1	0	5	0	0	0	0	0	3	0	0	0	0	0	1	0	0	4	0	0	0	0
Fggy	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fgl1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fgl2	2	0	2	14	1	0	0	0	0	0	1	0	1	0	0	2	0	2	6	5	2	0	0	1
Fgr	0	0	1	11	11	0	0	0	0	0	0	0	0	0	0	11	0	4	5	4	1	0	0	2
Fh1	46	0	32	44	49	0	0	1	0	3	9	0	8	4	0	22	17	16	20	30	8	2	6	15
Fhad1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhad1os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhad1os2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhdc1	2	0	1	3	4	0	0	0	0	0	0	0	0	0	0	1	4	0	0	3	0	0	0	0
Fhit	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Fhitos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhl1	2	0	4	4	6	0	0	1	1	0	3	0	1	2	0	4	0	2	0	6	6	0	0	0
Fhl2	0	0	0	2	1	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0	1	0	0	0
Fhl3	2	0	0	8	8	0	0	5	0	0	3	0	0	6	0	38	2	0	5	5	1	1	0	1
Fhl4	4	0	1	9	2	0	0	1	0	0	2	0	1	0	0	7	0	0	2	3	1	1	3	4
Fhl5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhod1	12	1	9	42	67	15	0	8	0	1	16	0	2	5	0	34	1	8	41	34	7	1	7	7
Fhod3	6	0	2	11	3	0	0	2	0	0	3	0	0	1	0	5	3	2	0	9	1	0	0	2
Fibcd1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	0	0
Fibin	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Fibp	20	0	4	58	77	0	0	12	0	0	9	0	4	10	0	38	5	4	19	34	7	4	7	12
Ficd	14	0	12	77	52	0	0	3	1	0	12	0	11	10	0	43	11	12	24	49	12	8	13	7
Fig4	10	0	7	20	9	0	0	0	0	0	9	0	1	1	0	14	1	6	8	5	2	1	1	3
Figla	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	1	0
Fign	16	0	9	62	41	0	0	6	0	0	13	0	11	9	0	25	5	7	16	29	12	4	4	5
Fignl1	334	4	136	365	343	0	0	19	1	5	26	0	95	20	0	236	68	121	109	275	110	59	102	132
Fignl2	16	0	17	76	34	0	0	8	0	0	32	0	5	1	0	13	1	5	28	12	1	6	6	2
Filip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Filip1l	6	0	2	4	3	0	0	0	0	0	0	0	0	0	0	4	0	1	0	6	0	0	2	1
Fip1l1	112	2	62	360	273	0	0	36	0	7	43	0	68	41	0	161	29	34	149	150	31	25	50	44
Fis1	58	1	25	150	112	0	0	33	0	9	59	0	22	13	0	94	3	5	89	95	23	35	30	11
Fitm1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Fitm2	36	0	23	249	140	0	0	33	3	0	64	0	35	31	0	218	13	27	92	134	18	12	21	26
Fiz1	330	20	112	1450	781	0	0	138	5	14	210	1	108	96	0	476	29	56	457	574	82	116	113	101
Fjx1	44	0	19	87	70	0	0	10	0	2	11	0	17	6	0	47	5	22	56	52	20	8	23	15
Fkbp10	12	1	3	53	32	0	0	6	0	0	7	0	2	5	0	25	1	3	12	34	5	5	6	6
Fkbp11	8	0	5	12	13	0	0	4	0	0	1	0	0	0	0	5	1	2	10	6	3	1	0	0
Fkbp14	6	0	2	12	5	0	0	0	0	0	3	0	2	0	0	1	0	0	3	1	0	0	0	0
Fkbp15	8	0	3	30	18	0	0	3	0	0	5	0	4	8	0	10	3	2	21	15	4	2	4	3
Fkbp1a	234	4	139	765	572	0	0	93	0	24	211	0	45	93	0	397	31	42	277	471	48	28	61	66
Fkbp1a-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp1b	4	0	1	8	9	0	0	3	0	0	2	0	0	1	0	0	0	1	6	3	2	0	0	0
Fkbp2	2	0	2	5	7	0	0	0	0	5	0	0	0	0	0	2	4	1	3	6	4	2	1	6
Fkbp3	68	2	55	189	169	1	0	21	0	3	41	0	30	27	0	116	11	22	143	90	22	22	24	33
Fkbp4	226	13	133	734	573	0	0	74	0	5	158	0	41	75	0	315	26	43	214	391	67	31	50	51
Fkbp5	130	1	72	215	171	1	0	12	1	7	34	0	36	22	0	176	22	47	74	168	42	12	38	46
Fkbp6	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0
Fkbp7	0	0	3	23	13	0	0	3	0	0	4	0	3	3	0	6	2	1	4	6	2	2	3	0
Fkbp8	44	17	30	288	184	0	0	21	0	5	26	0	30	41	0	149	14	24	167	96	23	18	27	18
Fkbp9	38	0	41	218	129	0	0	10	0	0	45	0	26	20	0	106	14	18	99	123	32	10	28	25
Fkbpl	14	0	15	66	36	0	0	20	0	3	25	0	9	5	0	51	3	9	50	47	10	5	5	11
Fkrp	78	1	29	421	237	0	0	43	0	4	55	1	30	35	0	178	23	32	180	168	35	29	28	32
Fktn	2	0	6	29	10	0	0	1	1	4	3	0	3	4	0	20	3	7	8	17	3	3	4	2
Flacc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flad1	4	0	3	17	22	0	0	4	0	0	1	0	5	3	0	19	2	6	3	16	7	2	0	6
Flcn	86	3	47	183	173	0	0	14	0	0	30	0	25	17	0	132	11	46	67	101	42	20	28	33
Flg	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0
Flg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fli1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Flicr	8	0	7	19	10	0	0	2	0	0	1	0	0	1	0	8	0	2	6	8	4	0	2	2
Flii	0	6	8	69	37	0	0	3	0	0	15	0	7	7	0	15	3	3	23	15	5	6	2	8
Flna	20	0	8	74	58	0	0	13	1	8	11	0	3	12	0	32	4	9	22	34	7	2	5	4
Flnb	18	2	23	72	45	0	0	16	0	3	14	0	16	9	0	36	9	14	14	42	11	5	17	14
Flnc	0	0	0	2	1	0	0	0	0	0	2	0	1	1	0	2	0	1	5	1	1	0	2	1
Flot1	78	17	73	552	410	0	0	40	0	18	71	0	28	52	0	173	12	23	146	206	30	21	27	20
Flot2	6	0	13	48	41	0	0	6	0	1	11	0	5	2	0	20	0	2	8	26	2	0	4	5
Flrt1	0	0	1	8	2	0	0	1	0	0	2	0	1	0	0	1	0	1	1	0	1	1	1	1
Flrt2	2	0	1	6	7	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0
Flrt3	54	3	45	334	241	0	0	21	0	8	43	0	46	22	0	146	33	42	153	143	42	18	29	43
Flt1	2	0	0	3	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	1
Flt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flt3l	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Flt4	6	1	2	1	1	0	0	0	0	0	2	0	0	0	0	8	0	1	0	1	0	0	0	0
Flvcr1	54	0	35	216	147	0	0	7	0	8	32	0	20	18	0	107	12	26	69	103	26	9	20	29
Flvcr2	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
Flywch1	18	0	19	102	78	0	0	12	1	1	14	0	3	17	0	60	5	6	91	57	13	7	11	11
Flywch2	6	0	2	13	11	0	0	3	0	0	8	0	9	6	0	5	3	7	0	1	1	7	2	2
Fmc1	34	1	10	67	32	0	0	11	1	4	14	0	5	7	0	29	1	6	10	18	7	1	3	5
Fmn1	4	0	0	11	1	0	0	0	0	0	1	0	1	0	0	1	0	0	2	1	0	0	0	0
Fmn2	34	0	11	60	47	0	0	7	1	2	3	0	12	6	0	34	3	10	27	35	3	3	3	10
Fmnl1	6	0	9	13	4	0	0	4	0	0	4	0	0	0	0	3	1	0	2	4	3	0	0	0
Fmnl2	4	0	11	24	19	5	0	2	0	1	5	0	3	1	0	20	3	3	19	15	1	0	3	6
Fmnl3	2	0	2	20	12	0	0	5	0	1	3	0	0	1	0	12	0	1	1	11	1	0	2	1
Fmo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo5	0	0	3	3	4	0	0	0	0	0	1	0	1	0	0	6	0	0	0	2	1	2	0	1
Fmo6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmo9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fmod	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fmr1	44	0	32	247	187	0	0	20	1	2	29	0	24	25	0	125	16	23	162	84	18	18	20	15
Fmr1nb	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1
Fn1	96	12	48	233	168	0	0	26	1	12	55	0	35	34	0	92	24	27	75	115	34	15	27	45
Fn3k	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Fn3krp	6	0	5	12	18	0	0	1	0	0	6	0	3	2	0	2	3	1	4	8	8	0	0	5
Fnbp1	60	0	27	166	86	0	0	12	1	2	49	0	11	14	0	89	3	7	69	63	15	10	12	8
Fnbp1l	28	0	9	61	47	0	0	3	0	0	16	0	20	5	0	21	3	5	35	23	6	3	6	14
Fnbp4	74	0	43	231	222	0	0	23	0	5	51	0	30	26	0	99	9	26	111	93	25	11	23	31
Fnd3c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc10	60	1	21	246	140	0	0	20	0	4	44	0	9	16	0	154	3	9	90	97	14	19	25	16
Fndc11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc3a	18	0	4	29	29	0	0	1	0	0	3	0	7	1	0	20	4	8	16	21	6	3	4	10
Fndc3b	52	0	41	210	156	0	0	23	0	3	37	0	32	52	0	295	28	54	61	56	24	14	14	16
Fndc3c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc4	0	0	1	3	1	0	0	0	0	0	0	0	1	1	0	2	1	0	3	0	0	0	0	2
Fndc5	6	9	6	0	5	0	0	2	0	0	9	0	2	3	0	0	3	2	1	3	2	1	0	4
Fndc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fndc9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fnip1	66	0	48	234	129	0	0	20	0	9	36	0	31	9	1	116	14	32	48	83	34	27	21	26
Fnip2	46	0	30	164	108	0	0	18	0	1	43	0	36	26	0	93	9	28	66	97	30	16	33	25
Fnta	140	0	77	322	229	0	0	27	0	4	55	0	33	38	0	132	28	50	165	147	29	28	13	23
Fntb	20	0	19	81	78	0	0	10	0	5	41	0	12	12	0	43	5	13	45	87	10	4	7	5
Focad	6	0	0	2	4	0	0	0	0	0	1	0	0	0	0	2	1	0	1	4	1	0	1	2
Folh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Folr1	14	0	7	89	46	0	0	6	0	0	10	0	7	9	0	38	2	3	27	46	3	0	2	5
Folr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fos	18	1	35	166	97	0	0	14	0	0	17	0	20	11	0	69	5	11	58	97	22	13	17	15
Fosb	0	0	1	16	6	0	0	0	0	0	0	0	2	2	0	5	0	2	2	0	2	1	3	1
Fosl1	4	0	9	31	36	0	0	3	0	0	7	0	3	6	0	26	7	1	4	17	5	3	4	5
Fosl2	14	0	7	25	22	0	0	3	0	0	6	0	4	4	0	18	0	2	26	14	0	2	3	4
Foxa1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	1
Foxa2	0	0	5	23	19	0	0	2	0	0	8	0	2	3	0	12	0	1	24	23	6	3	1	2
Foxa3	12	0	21	94	74	0	0	9	0	3	16	0	11	10	0	142	5	8	30	47	7	4	3	10
Foxb1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Foxb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxc1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0
Foxc2	0	0	2	10	4	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	0	1	1	0
Foxd1	2	0	1	8	12	0	0	0	0	0	0	0	2	2	0	14	2	10	3	3	1	0	1	0
Foxd2	2	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0
Foxd2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd3	178	0	102	240	236	0	0	16	0	0	44	0	89	30	0	119	40	61	175	313	120	85	119	105
Foxd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxe1	4	0	3	27	10	0	0	0	1	0	1	0	4	2	1	15	0	5	4	20	2	2	1	4
Foxf1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Foxg1	0	0	1	8	4	0	0	0	0	0	0	0	0	1	0	3	0	0	1	3	1	0	0	0
Foxh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxi2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0
Foxi3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxj1	10	0	4	12	4	0	0	0	0	0	2	0	3	0	0	4	0	0	3	11	3	0	4	4
Foxj2	4	0	1	11	8	0	0	0	0	0	1	0	4	0	0	7	1	0	2	3	1	0	0	1
Foxj3	94	2	94	381	270	0	0	29	0	6	84	0	50	51	0	299	27	42	177	195	63	45	43	57
Foxk1	104	0	46	188	157	0	0	11	0	6	35	0	29	14	0	87	21	31	68	146	30	9	35	48
Foxk2	16	0	9	84	37	0	0	27	0	0	17	0	11	13	0	40	3	4	30	48	8	9	6	5
Foxl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxl2	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Foxm1	40	2	23	169	128	0	0	22	0	10	55	0	16	10	0	84	5	17	49	97	19	8	13	21
Foxn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxn2	110	0	52	200	169	0	0	6	0	1	24	0	44	18	0	126	19	41	82	133	37	25	33	51
Foxn3	166	0	118	934	710	1	0	97	12	8	161	0	77	107	0	392	48	76	432	477	87	72	61	112
Foxn4	8	0	3	39	28	0	0	11	0	0	11	0	5	8	0	41	5	3	37	36	2	3	3	7
Foxo1	100	0	61	414	261	0	0	55	0	5	85	0	58	56	0	199	24	32	141	272	36	35	44	54
Foxo3	126	0	99	430	318	0	0	54	1	14	128	0	60	41	0	261	31	51	113	205	43	31	47	44
Foxo4	8	0	11	47	27	0	0	12	0	1	22	0	2	11	0	23	2	3	20	37	6	3	6	2
Foxo6	8	0	11	82	44	0	0	5	0	0	15	0	7	15	0	43	5	11	24	28	7	1	6	9
Foxo6os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxp1	226	0	148	577	468	0	0	70	1	19	120	0	96	68	0	332	39	61	264	412	87	54	101	109
Foxp2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Foxp4	24	0	23	132	87	1	0	18	0	23	78	0	6	24	0	141	3	4	69	143	14	10	6	14
Foxq1	24	0	22	120	90	0	0	11	0	4	13	0	12	15	0	22	6	4	49	45	11	5	18	13
Foxr1	6	0	4	0	6	0	0	0	0	3	4	0	1	1	0	5	1	0	0	2	0	1	2	0
Foxr2	10	0	3	8	5	0	0	0	0	0	1	0	11	3	0	7	2	0	3	18	7	1	1	5
Foxred1	30	0	11	84	25	0	0	0	0	1	3	0	6	0	0	22	1	5	14	26	2	1	1	6
Foxred2	28	1	5	55	40	0	0	1	0	0	2	0	8	3	0	25	3	13	10	23	9	1	7	11
Foxs1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Fpgs	46	1	21	64	77	0	0	5	0	2	11	0	17	6	0	59	3	15	17	78	17	4	14	21
Fpgt	14	0	16	53	42	0	0	4	0	0	5	0	11	4	0	45	4	8	29	29	10	6	9	7
Fpr-rs5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fpr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fpr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fpr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fra10ac1	2	0	1	25	8	0	0	1	0	2	2	0	2	3	0	10	0	3	9	16	3	2	1	4
Fras1	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	2	1	1	2	0	0	0	0	0
Frat1	16	0	14	58	51	0	0	6	0	0	11	0	4	12	0	29	2	7	34	26	17	6	8	7
Frat2	80	0	63	438	312	0	0	38	1	3	75	0	33	47	0	130	17	36	139	195	34	29	25	63
Frem1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frem2	2	0	2	1	3	0	0	0	0	0	2	0	0	0	0	4	0	0	0	4	0	0	0	0
Frg1	208	1	81	560	359	24	0	4	0	62	57	0	36	33	3	235	29	52	130	333	35	63	90	83
Frg2f1	2	0	0	4	4	0	0	0	0	0	1	0	1	0	0	3	1	0	5	8	0	0	0	0
Frk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Frmd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmd4a	66	1	27	133	118	0	0	20	1	0	29	0	27	25	0	74	16	23	76	86	33	20	29	33
Frmd4b	18	0	16	54	42	0	0	7	0	2	25	0	3	5	0	27	1	6	8	21	2	2	1	2
Frmd5	2	0	2	0	5	0	0	0	0	0	0	0	1	1	0	1	0	0	1	2	0	1	0	0
Frmd6	14	0	11	42	32	0	0	3	1	0	8	0	4	9	0	16	0	3	6	9	8	5	3	5
Frmd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmd8	56	0	42	126	96	0	0	26	0	9	54	0	7	19	0	95	5	5	42	86	9	6	11	26
Frmd8os	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0
Frmpd1	0	0	3	6	2	0	0	0	0	0	0	0	0	1	0	12	1	3	0	4	1	0	0	0
Frmpd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmpd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Frmpd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frrs1	78	0	39	282	218	0	0	31	0	6	63	0	39	37	0	92	20	26	112	168	34	18	46	70
Frrs1l	0	0	3	1	2	0	0	0	0	0	1	0	2	0	0	3	0	0	2	4	1	1	0	1
Frs2	52	0	49	255	224	0	0	41	1	5	81	0	29	32	0	183	9	26	126	144	14	19	18	27
Frs3	52	0	6	27	37	0	0	1	0	0	0	0	32	1	0	13	22	35	6	37	10	3	30	17
Fry	30	1	21	127	60	0	0	8	1	0	16	0	34	27	0	152	21	39	64	92	16	22	33	26
Fryl	14	0	2	17	20	0	0	5	0	1	3	0	3	1	0	9	1	0	3	6	4	1	1	4
Frzb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Fsbp	20	0	12	29	19	0	0	1	0	0	2	0	2	6	0	6	4	6	5	12	4	3	7	7
Fscb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fscn1	416	0	219	937	792	0	0	101	0	32	280	0	92	111	0	750	48	95	282	867	125	98	125	170
Fscn2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fscn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fsd1	6	0	1	5	8	0	0	1	0	4	4	0	0	1	0	3	0	1	3	6	2	0	2	2
Fsd1l	16	0	0	26	16	0	0	3	0	0	1	0	10	2	0	13	0	3	18	10	1	0	2	5
Fsd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fshb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Fshr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fsip1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	3	0	0	1	1
Fsip2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fsip2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fst	8	0	2	18	7	0	0	1	0	2	1	0	0	0	0	5	4	6	1	10	4	6	3	4
Fstl1	16	0	9	59	40	0	0	4	0	0	17	0	2	3	2	15	2	1	5	19	2	1	4	1
Fstl3	4	0	0	5	6	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	1	0	1	0
Fstl4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fstl5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
Ftcd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftdc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftdc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
